name,price,status,shipping,free_returns,items_sold
"New ListingStanley ToolWorks Four Square Jack plane 14"" long",4999,Pre-Owned,1220,False,
Stanley no.65 low angle block plane,4150,Pre-Owned,939,False,
New ListingAntique Stanley Rule And Level Co Block Plane Pat 1897,4200,Pre-Owned,900,False,
"New ListingVintage Stanley Bailey 14"" No. 5 Wood Plane - parts restoration",2699,Pre-Owned,1655,False,
New ListingVintage Stanley Sweetheart Plane Made In USA ,3000,Pre-Owned,900,False,
Vintage Corner Hand Plane,2999,Pre-Owned,1299,True,
New ListingVintage Craftsman Wood Hand Plane Smooth Bottom 14 Inches Long Made in USA,2000,Pre-Owned,1728,False,
Stanley No 40 Scrub Plane Bronze Screw Cap New,5000,Brand New,0,False,
New ListingSTANLEY NO. 71 & 1/2 ROUTER WITH 3/8” CUTTER,10000,Pre-Owned,1400,False,
New ListingVintage Stanley No. 4 War Era Smooth Bottom Plane All Original USA  (4H),3900,Pre-Owned,1065,False,
New ListingVintage Stanley #78 Rabbit Hand Plane,2000,Pre-Owned,900,False,
New ListingRare Vintage Antique Stanley 140 Skew Plane Woodworking Tool,999,Pre-Owned,1200,False,
New ListingStanley No. 9 1/2 Adjustable Throat Low Angle Block Plane,1900,Pre-Owned,900,False,
New ListingLie -  Nielsen  No. 42 Medium Shoulder Plane Fine Condition,25995,Pre-Owned,0,False,
New ListingStanley No 40 Scrub Plane T-Shaped Iron Seat,12500,Pre-Owned,963,False,
New ListingStanley no.5 type 19 jack plane,3675,Pre-Owned,1376,False,
"New Padauk Tall Knob And Tote For Stanley No’s  3, 4 & 5-1/4",3500,Brand New,715,False,15
STANLEY REBATE Plane No 78 - Made in USA,599,Pre-Owned,1855,True,
New ListingStanley 9 1/2  Low Angle Block Plane 12-020 USA 🇺🇸 ,2500,Pre-Owned,900,False,
"New ListingAntique STANLEY BAILEY No. 8C Corrugated Jointer Smooth Plane, Type 11 (1910-18)",17495,Pre-Owned,2795,False,
"New ListingVtg Great Neck G-6 Smooth Sole Wood Plane. 18” Long, 2-7/8” Wide. Made in U.S.A.",3000,Pre-Owned,1278,False,
New ListingAntique Cast Iron Leonard Bailey Victor #3 Woodworking Smoothing Plane As Found,29500,Pre-Owned,2675,False,
Brazilian Blackheart Tote & Knob For Stanley No 5-8  Hand Plane w/ High Knob,7500,Brand New,735,True,11
New ListingStanley No. 102 Block Plane In Original Box!,150,Pre-Owned,878,False,
infill plane kit cast bronze with blade adjustment mechanism new reproduction,25000,Brand New,975,False,
New ListingVINTAGE STANLEY PLANE NO. 98 PARTS TOOL,4500,Pre-Owned,701,False,
New ListingStanley No. 75 Bull Nose Plane Rabbet Nice,1500,Pre-Owned,800,False,
"New ListingJ. E. Child, Providence RI, 1850-1880.  1/4 inch Round Plane!",2800,Pre-Owned,824,False,
New ListingTwo Small Hand Planes,600,Pre-Owned,682,False,
"New ListingRare Bridge Tool Co. Corrugated Bottom Woodworking Plane No. 6, Old Tool",2995,Pre-Owned,2000,False,
New ListingVintage Stanley Bailey No.5 Jack Hand Plane For Woodworking,4500,Pre-Owned,2567,False,
"New ListingVintage Stanley 45 plow, beading, rabbet and matching plane cutters full set",12500,Pre-Owned,925,False,
"New ListingNew Mark!!! J. E. Child & Co. Providence RI, 1850-1880.  2"" Rabbet Plane!",3000,Pre-Owned,824,False,
New ListingVintage Antique Stanley Bailey no. 7 C Corrugated Wood Plane 3 Patent Dates,999,Pre-Owned,1800,False,
Chip Breaker Screwdriver Kit w/Cherry Dowel for Stanley Planes,2495,Brand New,0,True,
Vintage Plane Very Unique ,1200,Pre-Owned,580,False,
New ListingVintage 9 Inch Draw Knife / Wood Shaver Hand Plane,2000,Pre-Owned,900,False,
Buck Bros. 6-1/2 in. Block Plane,319,Brand New,495,True,
Stanley Bailey No 5 Bench Plane 14 Inch Carpentry Woodworking Tool Cast Iron New,6943,Brand New,3745,True,
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
Stanley No. 4 Special Order P6766 Smoothing Plane Type 19 USA - VTG,4999,Pre-Owned,2017,False,
Stanley No. 75 Bulll Nose Raabbet plane,1700,Pre-Owned,653,False,
Vintage Kunz NO.50 Convex Spokeshave,3999,Pre-Owned,795,False,
"EARLY VINTAGE OHIO TOOL CO NO 27 WOODEN PLANE  26"" W/ 2-1/2"" IRON Sciot Works",5000,Pre-Owned,1870,False,
New ListingVintage Record No. 311 Bull Nose Metal Woodworking Plane,10954,Pre-Owned,3119,False,
New ListingVintage 16” Hand Wood Plane,1600,Pre-Owned,1278,False,
New Listing19th Century Brass/Wood Plow Plane with Makers Name Sheffield,6500,Pre-Owned,1171,False,
New ListingVintage Jack Plane No.5 Size.   Unbranded.    Everything Works.   No Cracks ,2000,Pre-Owned,1278,False,
"New ListingVintage Stanley Bailey No. 5 Smooth Bottom Plane, USA",2499,Pre-Owned,2275,True,
New ListingBENCH PLANES SHOULDER PLANES ASSORTMENT BRANDS MODELS WOODWORKING STANLEY TOOLS,4799,Pre-Owned,1800,False,
New ListingSARGENT 710 AUTO-SET PLANE GOOD CONDITION SMOOTH BOTTOM MUST SEE lot 503,14000,Pre-Owned,0,False,
New ListingVINTAGE STANLEY NO. 118 LOW ANGLE PLANE RESTORED & SHARP,1995,Pre-Owned,1440,False,
Antique Stanley Rule & Level Co Bailey No.24 Transitional Wood Plane,1158,Pre-Owned,1666,False,
Chamfer Plane- Woodworking Edge Trimming,1999,Brand New,699,False,
combination plane STANLEY TOOLS 45 PLANE w some cutters,13500,Pre-Owned,0,False,
Very Nice STANLEY BAILE  No 6 Type 16. Planes made by Stanley 1933-1941,6500,Pre-Owned,0,False,
"New Listing4 Stanley Transitional Plane Lever Caps 2""",2500,Pre-Owned,0,False,
New Listing4 STANLEY BENCH PLANES #4 MODEL CARPENTRY WOODWORKING TOOL KITCHEN CABINETS,4799,Pre-Owned,1500,False,
New ListingVintage SHAPLEIGH'S 10 Inch Smoothing Plane.,500,Pre-Owned,939,False,
New ListingVintage Stanley Bailey No. 7 Smooth Bottom Jointer Plane,4800,Pre-Owned,4650,False,
New ListingOrig. Stanley Parts Mailing Bag - The Stanley Rule & Level Plant - mjdtoolparts,8450,Pre-Owned,0,False,
New ListingBirmingham Batwing 18 inch jointer plane,35000,Pre-Owned,17990,False,
New ListingLITTLE GIANT RAZOR BLADE PLANER,1400,Pre-Owned,0,False,
New ListingVintage VICTOR BY STANLEY No. 1104 Smoothing Plane. Made in U.S.A. Needs some ❤️,1295,Pre-Owned,995,False,
"New ListingSandusky Tool Company, Sandusky, Ohio. Circa 1869-1920. 3 Side Bead Planes.",4800,Pre-Owned,824,False,
"New ListingLot of 6 Vintage Planes StanleyBailey , Craftsman, Sears,& 2 Finger Thumb Planes",4999,Pre-Owned,0,False,
New ListingVintage Antique Wood Plane,1400,Pre-Owned,939,False,
New ListingEarly Stanley Rule & Level Company No. 35 Plane Type 8 for parts.          ,1500,Pre-Owned,1000,False,
Vintage Stanley No. 112 Scraper Plane & Iron,16000,Pre-Owned,1476,True,
Continental Style Rabbet Plane.  Has a unique adjustment for the plane iron!,3800,Pre-Owned,939,False,
sweetheart era STANLEY TOOLS BOX #4 plane irons cutters 55,11000,Pre-Owned,0,False,
Antique Wood Jointer Plane Smooth,1500,Pre-Owned,898,False,
"STANLEY HANDYMAN WOOD PLANE H1204, SMOOTH BOTTOM",2500,False,899,True,
New ListingFull Set Of Rounds And Hollows 1-9 Ohio Tool Co Planes,10000,Pre-Owned,2000,False,
Antique Fillester Rabbet Plane Made in USA (Lot 955),4000,Pre-Owned,1125,False,
New ListingCRAFTSMAN MADE IN USA No.4 Size. 187.37054 DD Plane Made By Stanley With Box! ,2495,Pre-Owned,1195,False,
"Early ANTIQUE XTRA RARE GREAT “F.MERCIER” A Rare Block Plane*STYLE,PATINA,LOOK C",4777,Pre-Owned,1277,False,
New ListingVintage Hand Wood Plane Parts Wood Handles & More ( Look&See) !! ,1500,Pre-Owned,1440,False,
Very Nice Vintage STANLEY No. 95 EDGE TRIMMING BLOCK PLANE,8500,Pre-Owned,0,False,
Millers Falls No. 22CBG Corrugated Bottom Wood Plane,4000,Pre-Owned,2000,False,
WORKSITE WT3940 Woodworking Jack Plane Hand Planer Shaver Carpenter Woodcraft ,1795,Brand New,0,False,465
New ListingAntique Union No 7 Jointer Plane Smooth Bottom 21.5” Long ~ For Restoration,4800,Pre-Owned,5455,False,
"New ListingVintage STANLEY RULE & LEVEL Co. No. 51  Spoke Shave, 2-1/8"" Wide Blade.",2700,Pre-Owned,824,False,
"New ListingVintage 14"" Stanley Handyman Wood Plane, Woodworking Hand Tool Made in USA",1499,Pre-Owned,1722,True,
New ListingVintage Stanley Low Angle Block Plane No. 60-1/2,3450,Pre-Owned,890,False,
"New ListingVintage 6 1/2"" Wood Block Plane, Carpentry, Woodworking, Made In USA",1295,Pre-Owned,495,False,
ROD FOR STANLEY NO 78 DUPLEX PLANE - MACHINED REPLACEMENT - SALE IS FOR 1 ROD,1995,Brand New,0,False,56
"New ListingFulton Tool Co 2"" Wood Plane Cutter/Blade",1600,Pre-Owned,600,False,
New ListingVintage Stanley No. 110 Block Plane With Original Label,1500,Pre-Owned,800,False,
New ListingVtge STANLEY No. 67 Universal Spoke Shave w/ Interchangeable Handles SWEETHEART,6695,Pre-Owned,895,False,
New ListingSTANLEY # 71  ROUTER PLANE TYPE 3 ? GOOD CONDITION MUST SEE tag 1,11000,Pre-Owned,1392,False,
"New ListingVtg. Craftsman BL JACK PLANE - #619.3743 - Smooth  Sole - Corrugated Sides -14""L",1995,Pre-Owned,2480,False,
New ListingVINTAGE CARPENTRY PLANE woodworking  antique,3899,Pre-Owned,1278,False,
Chip Breaker Screwdriver Kit w/Mahogany Dowel for Stanley Planes,2495,Brand New,0,True,
New Listing Vintage  Sandusky Tool CoCoffin Wood Plane ,695,Pre-Owned,975,False,
New ListingOrig. Pre-Slitter Arms for Stanley No. 46 Plane - Type 2 Version - mjdtoolparts,12450,Pre-Owned,0,False,
New ListingVictor Bailey Tool Co. No. 4 Smoothing Plane Pre-Stanley L.Bailey Patent ~ Parts,9500,Pre-Owned,2620,False,
"New ListingScioto Works. Ohio Tool brand name. Columbus, OH, 1893. 2 nice Rabbet Planes.",3800,Pre-Owned,824,False,
"NEW BuckBros. 6-1/2"" Block Plane Low Angle Block Plane Hardened & Tampered Blade",1425,Brand New,0,True,
New ListingVintage Stanley Bailey No. 5 Wood PLANE Smooth Bottom Made in USA ,4000,Pre-Owned,2880,False,
New ListingRecord  No. 073 Shoulder Plane With Original Iron In Very Good Condition.,8112,Pre-Owned,3420,False,
New ListingVintage Wooden Wood Working Molding /Trim Carpentry Hand Plane,5000,Pre-Owned,1400,False,
"New ListingRestoration Grade Body/Frog for L. Bailey ""Victor"" No. 7 Plane - mjdtoolparts",24450,Pre-Owned,0,False,
New ListingVintage WWII Era Stanley Bailey No 4 Bench Plane Type 17 (1942-1945) Wartime,2500,Pre-Owned,1466,False,
New ListingK328- ANTIQUE STANLEY Sweetheart NO.60 DOUBLE IRON SPOKE SHAVE,500,Pre-Owned,1000,True,
New ListingAntique Union #4 Smooth Plane! U.S. Lighthouse Society!! Historical! Collection,1999,Pre-Owned,1435,False,
Dunlap Wood Plane 107.1 Made In USA Smooth Bottom,2200,Pre-Owned,0,False,
New ListingOriginal Stained Hardwood Hdl/Knob for Stanley No. 4 Type 17-mjdtoolparts,6450,Pre-Owned,0,False,
New ListingVintage Stanley No5 Scrub Plane.,800,Pre-Owned,736,False,
New ListingVintage Original Stanley No. 75 Bull Nose Rabbet Plane Body - BASE ONLY ! !,799,Pre-Owned,499,False,
Vintage Rare Siegley No.3 Plane With Corrugated Sole Beautiful! Uncommon!,6499,Pre-Owned,1350,False,
New ListingStanley No 605 Bedrock jack plane with Hock blade / chip breaker,6500,Pre-Owned,1694,False,
New ListingStanley Bailey  No 6 Plane Boxed Never Been Used Available Worldwide,5155,False,11044,False,
"New ListingVtge. 'Owner Made' Carriage / Coachmaker Brass-Soled Rabbet Molding Plane 3/8""",1750,Pre-Owned,695,False,
"Taytools #4 Smoothing Bench Hand Plane , 9-3/4 Inch Sole NO BLADE",5000,Pre-Owned,700,False,
Stanley No 193 Plane Woodworking Tool Vintage Rare 1930s Amazing Condition ,25000,Pre-Owned,1600,False,
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
Very Nice Vintage  SARGENT & Company 76 Compass Plane,4500,Pre-Owned,0,False,
"AL NICE 2 3/8"" WIDE COMPLEX MOLDING PLANE MARKED T11818",3499,Pre-Owned,920,False,
"New ListingVtg 10"" ACE  Hardware Hand Plane Planer No.4 Carpenter Woodworking Tool ",2250,Pre-Owned,0,False,
"ANTIQUE 26"" LONG WOODEN WOODWORKING PLANE RARE FIND",1749,Pre-Owned,2349,False,
New ListingAntique STANLEY #113 or #119 CIRCULAR PLANE,9500,Pre-Owned,1500,False,
New ListingVintage Antique Wooden Rebate Rabbet Planes Lot of 11,20000,Pre-Owned,3850,False,
New ListingVintage Stanley Bailey No. 6 Sweetheart Plane Corrugated Sole 3 Pat'd Dates  USA,19999,Pre-Owned,0,True,
New ListingSize 3 Made In USA Plane,1499,Pre-Owned,2220,False,
New ListingVintage Stanley Block Plane No. 9 1/4  Block Plane,1450,Pre-Owned,1171,False,
New ListingVintage Stanley No 102 Block Plane - Woodworkers - Made in USA,999,Pre-Owned,945,False,
New ListingMILLERS FALLS BENCH PLANES WOODWORKING TOOLS CABINETS FLOORS FURNITURE CARPENTRY,3999,Pre-Owned,1500,False,
"New ListingWooden Molding Plane - Double Bead – Greenfield Tool Co. Greenfield, MA. 2 in 1",2800,Pre-Owned,858,False,
Antique Stanley Rule And Level Company No. 140 Skew Block Plane. ,9500,Pre-Owned,985,False,
Vintage Carolina Cracker (Cast iron & Wood) ,1500,Pre-Owned,1171,False,
Vintage Worthington  Adjustable Wood Plane Made in USA  Hand Tool ,789,Pre-Owned,1844,False,
New ListingOld Marples & Sons Sheffield Black Walnut Wood Steel Soled Brass Shoulder Plane,26094,Pre-Owned,1107,False,
New ListingVintage Double Wooden Molding Plane,2400,Pre-Owned,1085,False,
Vintage WILKRO Combination Razor Planer - NEW (NOS) w/ Orig. Box + Instructions,1995,Brand New,655,False,
Bevel Angle Gauge,599,Brand New,585,False,74
"Stanley  Plane RB10, Grey/Black Universal",4500,Pre-Owned,939,False,
Antique R. J. Collins Ravenna Groove Plane,4000,False,0,False,
New ListingVintage Woodworking Plane  STANLEY BAILEY #4 Bench Plane Carpentry Tools ☆USA,99,Pre-Owned,1071,False,
New ListingUsed STANLEY No. 220 Block Plane Woodworking Tool - USA Clean!,1499,Pre-Owned,607,False,
New ListingRare Collectable Antique Brass Steel And Rosewood  Plane ,3159,Pre-Owned,2757,False,
New ListingSTANLEY # 55 COMINATION PLANE COMPLETE WITH ORIGINAL BOX GOOD CONDITION MUST SEE,65000,Pre-Owned,2687,False,
New ListingStanley Bailey No. 5 Jack Plane Made In USA,5000,Pre-Owned,1465,False,
"New ListingAntique Dunlop Vintage Wood Plane 9 1/4""  Made in USA Tool Wood Working Plane",2499,Pre-Owned,1137,True,
New ListingVintage Dunlap USA Drawknife 8 inch Blade Woodworking Carving Plane Hewing Tool,6499,Pre-Owned,0,False,
"NEW OLD STOCK STANLEY # 2  OR 602 PLANE IRON 1 5/8"" WIDE TP48",3899,Pre-Owned,500,False,
"VINTAGE ANTIQUE MOLDING PLANE BUTLER PHILA W/ WIDE PROFILE Tool is 2"" x 9-1/2"" ",1900,Pre-Owned,800,False,
Very Nice STANLEY BAILEY No.8  Plane. Type 12 1919-1924 Sweetheart Corrugated,11050,Pre-Owned,0,False,
VINTAGE Bailey No. 5 Plane with THREE PATENT DATES Smooth Bottom,4100,False,1395,False,
New ListingPre-owned STANLEY No. 220 Block Plane Woodworking Tool - USA nice.,1300,Pre-Owned,0,False,
New ListingWooden Molding Plane - Hollow No. 180A. Howland & Co NY Circa 1869-74,3900,Pre-Owned,767,False,
Vintage W.H.B. No. 120 Block plane Antique hand tool woodworking ,1699,Pre-Owned,850,False,
New ListingVintage STANLEY No. 53 Adjustable Mouth Spoke Shave USA,3495,Pre-Owned,878,False,
New ListingWard's Jack Long Powr-kraft NIB Plane Usa Cutter Montgomery 14 Inch x 2  84-3513,12999,Pre-Owned,0,True,
New ListingVintage Stanley Scraper No. 82 With Blade,999,False,1100,False,
Vintage Zenith #7 Joiner plane w/ corrugated sole,7500,Pre-Owned,1275,False,
Woodworking Planer  Woodworking Tool - Woodworking Edge Corner Planer,1499,Brand New,0,False,
Antique Wood Block Planer 26” Long Solid Wood ,3000,Pre-Owned,1500,False,
New ListingWooden Molding Planes -J.E. & G.M. Lindsey tongue and groove molding plane set,5500,Pre-Owned,927,False,
New ListingVintage Plane Wood Handles 10” Inch Long 2 Handed -unbranded for parts or repair,1800,Pre-Owned,950,False,
New ListingVintage Stanley Bailey No. 3 Wood Plane,2500,Pre-Owned,2275,False,
"New ListingWooden Molding Plane - Moseley & Son, London SIDE RABBET- R Taylor / FW White",5800,Pre-Owned,767,False,
"Stanley Plane Tote / Toe Screw  Handle Screw 20 TPI 1/2"" Long NEW  *Rare Find! ",1334,Brand New,685,False,241
Cap Iron Screw for Stanley Bench Planes-Fixes Iron to Chip Breaker,555,Pre-Owned,585,False,
New Listingstanley 92 shoulder Rabbet plane  ,5000,Pre-Owned,878,False,
New ListingFounder's Grade No. 75 Bullnose Block Plane - 99% Black Japan - mjdtoolparts,5450,Pre-Owned,0,False,
"New Cherry Tall Knob And Tote For Stanley No’s  3, 4 & 5-1/4",3500,Brand New,715,False,
New ListingWooden Molding Plane - ½” Bead – Marked 1823 - Early,5200,Pre-Owned,767,False,
New ListingNo9 Miller Falls Hand Plane.,800,Pre-Owned,736,False,
"New ListingVintage Master Mechanic 9"" Carpenters Smooth Wood Plane USA Woodworking Tool",1800,Pre-Owned,1665,True,
New ListingHand Planer Record No 06 smooth bottom plane. Box - Wrap - Book & Box ,14400,Pre-Owned,1800,False,
Vintage Woodworking Plane Unbranded,2850,Pre-Owned,0,False,
"Vintage Fulton Tool Co. Block Hand Plane 5"" Long w/ Irons",1995,Pre-Owned,690,True,
"New ListingStanley Bailey No. 5 Jack Bench Plane 14"" Long",5500,Pre-Owned,2480,False,
New ListingVintage Stanley Bailey No 3 Plane Type 19 (1948-1961) - tuned & ready to use,2500,Pre-Owned,1085,False,
New ListingUlmia Jack Plane (2) Famos Jack Plane (1),5500,Pre-Owned,1012,False,
"7/32-20 BSW M2 HSS Bottom Tap, Stanley Plane Restoration Tools",1350,Brand New,0,False,
New ListingR A Parrish Bead Plane,1099,Pre-Owned,835,False,
New ListingExtra Clean Pair of Cocobolo Handles for a Millers Falls No. 9- mjdtoolparts,5850,Pre-Owned,0,False,
"Stanley Fence Kit for No 78, 12-078 12-978 Rabbet Plane  NEW",5515,Brand New,0,False,
Scrub Plane Japanese Hand Plane Planer Woodworking Woodworking Hand Planer,1196,Brand New,0,False,
Vintage Planer Made in USA (No Reserve),1299,Pre-Owned,939,False,
"New ListingVintage Stanley Bedrock Plane No. 605, Two Patent Dates, No Handle",99,Pre-Owned,1200,False,
New ListingVintage 6 1/2' Red Wood Plane,1000,Pre-Owned,1320,False,
New Listingantique wood planer. Great condition. Could be used today,99,Pre-Owned,900,False,
"New ListingWinchester ""Old Trusty"" Skew Back Rip Saw No. W40R/26",11500,Pre-Owned,2285,False,
New ListingWooden Molding Plane - Round No. 92 – Sandusky Tool Co. Ohio.,3900,Pre-Owned,767,False,
CJP5 Carpenters No.5 Jack Plane,5570,Brand New,0,True,
New ListingVintage Stanley No. 4 Wood Working Plane Corrugated Bottom Decent Working Cond.,3299,Pre-Owned,1299,False,
New ListingLie Nielsen 40 1/2 Hand Wood Plane ,15000,Pre-Owned,1225,False,
Consolidated Tool Works Wood Plane Parts  Pilot Vintage See Pics.,2200,Pre-Owned,910,False,
 Vintage Sargent No. 714 Auto-Set Jack Plane  ,2500,Pre-Owned,1967,False,
VINTAGE SARGENT  No. 507 RABBET BLOCK PLANE RARE!!,14999,Pre-Owned,1000,False,
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
VINTAGE SARGENT  No. 507 RABBET BLOCK PLANE RARE!!,14999,Pre-Owned,1000,False,
"Low Angle Block Plane Sweetheart No. 60 1/2, 6-1/2 in. Iron Crafted Solid Brass",7900,Brand New,0,False,18
SCARCE COPELAND CAPLESS WOOD PLANE W/ 1859 WORRALL PATENT IRON LOCK FRED STONES,9900,Pre-Owned,1665,False,
Vintage Stanley Bull Nosed Plane ,1700,Pre-Owned,653,False,
New ListingVintage Stanley No. 295A  Rasp Plane  +PIVOT HEAD 8O9 +,2200,Pre-Owned,1571,False,
New ListingVTG Antique Hand Tool Lot Lufkin Millers Falls Lufkin Klein Planes Pliers Hammer,2500,Pre-Owned,0,False,
New ListingWooden Molding Plane - Round No. 14 – Amess Birmingham UK?,3200,Pre-Owned,767,False,
New ListingWooden Molding Plane - Hollow No.16 – Kennedy Hartford,3400,Pre-Owned,858,False,
New ListingOrig. Handle & Front Knob for Fulton No. 35 Transitional Plane - mjdtoolparts,3850,Pre-Owned,0,False,
"STANLEY BAILEY # 6 WOOD CARPENTER'S WOODWORKING PLANE 18"" SMOOTH BOTTOM",14999,Pre-Owned,1561,False,
New ListingAntique Hand Plane Wooden Carpenter Tools,17400,Pre-Owned,0,False,
"New ListingExtra Clean Providence Tool Co. 7/16"" Plow Plane Cutting Iron - mjdtoolparts",2850,Pre-Owned,0,False,
"Hand Plane, Jack Plane, No 4",1800,Pre-Owned,1200,False,
Japanese Vintage Carpenter Tool Hand Plane 7set made by blacksmith/Chisel d7,10,Pre-Owned,6500,True,
Dovetail Guides for Stanley No. 79 Hand Planes,1999,Brand New,585,False,195
hobby block planes STANLEY 75 rabbets 101's carpenter woodworking tools,5850,Pre-Owned,0,False,
"New ListingAntique Wooden Plane, Scraper, Woodworking Tool",1299,Pre-Owned,0,False,
"East Indian Rosewood Tote & Knob For Stanley No 4.5, 5, 5.5, 6, 7, 8 High Knob ",8000,Brand New,945,True,64
New ListingStanley No. 4 & 5 Iron with 1891-1904 trademark,99,Pre-Owned,451,False,
"New ListingStanley Frog Mechanism- No. 4 1/2, 6 or 7 Plane - Ready to Use - mjdtoolparts",8450,Pre-Owned,0,False,
New ListingStanley ,3398,Pre-Owned,1000,False,
New ListingSTANLEY No.SB 4 Smooth Plane Vintage Woodworking Tool Excellent Shape Near Mint,2295,Pre-Owned,0,False,
New ListingWooden Molding Plane -Doscher Plane & Tool Saugatuck Conn. - Dual Iron Bullnose,3800,Pre-Owned,824,False,
New ListingWood Hand Plane,1199,Pre-Owned,931,False,
New ListingBody for Stanley No. 140 Skew Block Plane - Tiny chip rear of mouth -,3999,Pre-Owned,878,False,
New ListingFounder's Grade Stained Hardwood Hdl/Knob for Stanley No. 4 Type 17-mjdtoolparts,6450,Pre-Owned,0,False,
